t;m;Vx;Vy;x;y;H;V;vartheta;theta;alpha;Mach;q;X;Y;Mz;omega;stage
0.0000;29724.000;0.0000;0.0000;0.000;0.000;0.000;0.0000;90.0000;0.0000;90.0000;0.00000;0.0000;0.000;0.000;-0.000;0.000000;1
0.1000;29693.802;-0.0000;1.2677;0.000;0.063;0.063;1.2677;90.0000;90.0000;-0.0000;0.00373;0.9844;0.645;-0.000;0.002;0.000000;1
0.2000;29663.605;-0.0000;2.5378;0.000;0.254;0.254;2.5378;90.0000;90.0000;-0.0000;0.00746;3.9446;2.585;-0.001;0.007;0.000000;1
0.3000;29633.407;-0.0000;3.8101;0.000;0.571;0.571;3.8101;90.0000;90.0000;-0.0000;0.01120;8.8911;5.827;-0.001;0.016;0.000000;1
0.4000;29603.210;-0.0000;5.0847;0.000;1.016;1.016;5.0847;90.0000;90.0000;-0.0000;0.01494;15.8343;10.378;-0.002;0.028;0.000000;1
0.5000;29573.012;-0.0000;6.3617;0.000;1.588;1.588;6.3617;90.0000;90.0000;-0.0000;0.01869;24.7845;16.243;-0.004;0.044;0.000000;1
0.6000;29542.814;-0.0000;7.6409;0.000;2.288;2.288;7.6409;90.0000;90.0000;-0.0000;0.02245;35.7519;23.431;-0.006;0.063;0.000000;1
0.7000;29512.617;-0.0000;8.9224;0.000;3.116;3.116;8.9224;90.0000;90.0000;-0.0000;0.02622;48.7464;31.947;-0.008;0.086;0.000000;1
0.8000;29482.419;-0.0000;10.2063;0.000;4.073;4.073;10.2063;90.0000;90.0000;-0.0000;0.02999;63.7782;41.799;-0.010;0.113;0.000000;1
0.9000;29452.222;-0.0000;11.4925;0.000;5.158;5.158;11.4925;90.0000;90.0000;-0.0000;0.03377;80.8571;52.992;-0.013;0.143;0.000000;1
1.0000;29422.024;-0.0000;12.7810;0.000;6.371;6.371;12.7810;90.0000;90.0000;-0.0000;0.03756;99.9927;65.533;-0.016;0.176;0.000000;1
1.1000;29391.827;-0.0000;14.0718;0.000;7.714;7.714;14.0718;90.0000;90.0000;-0.0000;0.04136;121.1948;79.429;-0.019;0.214;0.000000;1
1.2000;29361.629;-0.0000;15.3650;0.000;9.186;9.186;15.3650;90.0000;90.0000;-0.0000;0.04516;144.4729;94.685;-0.023;0.255;0.000000;1
1.3000;29331.431;-0.0000;16.6605;0.000;10.787;10.787;16.6605;90.0000;90.0000;-0.0000;0.04897;169.8364;111.307;-0.027;0.300;0.000000;1
1.4000;29301.234;-0.0000;17.9583;0.000;12.518;12.518;17.9583;90.0000;90.0000;-0.0000;0.05278;197.2945;129.303;-0.031;0.348;0.000000;1
1.5000;29271.036;-0.0000;19.2585;0.000;14.379;14.379;19.2585;90.0000;90.0000;-0.0000;0.05660;226.8565;148.677;-0.036;0.400;0.000000;1
1.6000;29240.839;-0.0000;20.5610;0.000;16.370;16.370;20.5610;90.0000;90.0000;-0.0000;0.06043;258.5315;169.436;-0.041;0.456;0.000000;1
1.7000;29210.641;-0.0000;21.8659;0.000;18.491;18.491;21.8659;90.0000;90.0000;-0.0000;0.06427;292.3282;191.586;-0.046;0.516;0.000000;1
1.8000;29180.443;-0.0000;23.1732;0.000;20.743;20.743;23.1732;90.0000;90.0000;-0.0000;0.06811;328.2557;215.132;-0.052;0.579;0.000000;1
1.9000;29150.246;-0.0000;24.4828;0.000;23.126;23.126;24.4828;90.0000;90.0000;-0.0000;0.07196;366.3224;240.081;-0.058;0.646;0.000000;1
2.0000;29120.048;-0.0000;25.7948;0.000;25.640;25.640;25.7948;90.0000;90.0000;-0.0000;0.07582;406.5371;266.436;-0.064;0.717;0.000000;1
2.1000;29089.851;-0.0000;27.1091;0.000;28.285;28.285;27.1091;90.0000;90.0000;-0.0000;0.07969;448.9081;294.206;-0.071;0.792;0.000000;1
2.2000;29059.653;-0.0000;28.4259;0.000;31.061;31.061;28.4259;90.0000;90.0000;-0.0000;0.08356;493.4438;323.393;-0.078;0.871;0.000000;1
2.3000;29029.456;-0.0000;29.7450;0.000;33.970;33.970;29.7450;90.0000;90.0000;-0.0000;0.08744;540.1522;354.005;-0.085;0.953;0.000000;1
2.4000;28999.258;-0.0000;31.0665;0.000;37.011;37.011;31.0665;90.0000;90.0000;-0.0000;0.09133;589.0415;386.046;-0.093;1.039;0.000000;1
2.5000;28969.060;-0.0000;32.3903;0.000;40.183;40.183;32.3903;90.0000;90.0000;-0.0000;0.09523;640.1196;419.522;-0.101;1.129;0.000000;1
2.6000;28938.863;-0.0000;33.7166;0.000;43.489;43.489;33.7166;90.0000;90.0000;-0.0000;0.09913;693.3942;454.437;-0.109;1.223;0.000000;1
2.7000;28908.665;-0.0000;35.0453;0.000;46.927;46.927;35.0453;90.0000;90.0000;-0.0000;0.10304;748.8729;490.797;-0.118;1.321;0.000000;1
2.8000;28878.468;-0.0000;36.3764;0.000;50.498;50.498;36.3764;90.0000;90.0000;-0.0000;0.10696;806.5632;528.606;-0.127;1.423;0.000000;1
2.9000;28848.270;-0.0000;37.7099;0.000;54.202;54.202;37.7099;90.0000;90.0000;-0.0000;0.11088;866.4725;567.869;-0.136;1.529;0.000000;1
3.0000;28818.072;-0.0000;39.0458;0.000;58.040;58.040;39.0458;90.0000;90.0000;-0.0000;0.11482;928.6080;608.591;-0.146;1.638;0.000000;1
3.1000;28787.875;-0.0000;40.3841;0.000;62.011;62.011;40.3841;90.0000;90.0000;-0.0000;0.11876;992.9767;650.777;-0.156;1.752;0.000000;1
3.2000;28757.677;-0.0000;41.7248;0.000;66.117;66.117;41.7248;90.0000;90.0000;-0.0000;0.12271;1059.5855;694.432;-0.167;1.870;0.000000;1
3.3000;28727.480;-0.0000;43.0680;0.000;70.356;70.356;43.0680;90.0000;90.0000;-0.0000;0.12666;1128.4413;739.558;-0.178;1.991;0.000000;1
3.4000;28697.282;-0.0000;44.4135;0.000;74.730;74.730;44.4135;90.0000;90.0000;-0.0000;0.13063;1199.5506;786.162;-0.189;2.117;0.000000;1
3.5000;28667.084;-0.0000;45.7616;0.000;79.239;79.239;45.7616;90.0000;90.0000;-0.0000;0.13460;1272.9198;834.247;-0.200;2.246;0.000000;1
3.6000;28636.887;-0.0000;47.1120;0.000;83.883;83.883;47.1120;90.0000;90.0000;-0.0000;0.13858;1348.5554;883.817;-0.212;2.379;0.000000;1
3.7000;28606.689;-0.0000;48.4649;0.000;88.662;88.662;48.4649;90.0000;90.0000;-0.0000;0.14256;1426.4634;934.876;-0.225;2.517;0.000000;1
3.8000;28576.492;-0.0000;49.8203;0.000;93.576;93.576;49.8203;90.0000;90.0000;-0.0000;0.14656;1506.6499;987.429;-0.237;2.658;0.000000;1
3.9000;28546.294;-0.0000;51.1780;0.000;98.626;98.626;51.1780;90.0000;90.0000;-0.0000;0.15056;1589.1207;1041.478;-0.250;2.804;0.000000;1
4.0000;28516.097;-0.0000;52.5383;0.000;103.812;103.812;52.5383;90.0000;90.0000;-0.0000;0.15457;1673.8814;1097.029;-0.264;2.953;0.000000;1
4.1000;28485.899;-0.0000;53.9010;0.000;109.134;109.134;53.9010;90.0000;90.0000;-0.0000;0.15859;1760.9377;1154.084;-0.277;3.107;0.000000;1
4.2000;28455.701;-0.0000;55.2662;0.000;114.592;114.592;55.2662;90.0000;90.0000;-0.0000;0.16262;1850.2948;1212.647;-0.291;3.265;0.000000;1
4.3000;28425.504;-0.0000;56.6338;0.000;120.187;120.187;56.6338;90.0000;90.0000;-0.0000;0.16665;1941.9579;1272.721;-0.306;3.426;0.000000;1
4.4000;28395.306;-0.0000;58.0039;0.000;125.919;125.919;58.0039;90.0000;90.0000;-0.0000;0.17069;2035.9322;1334.310;-0.321;3.592;0.000000;1
4.5000;28365.109;-0.0000;59.3765;0.000;131.788;131.788;59.3765;90.0000;90.0000;-0.0000;0.17475;2132.2223;1397.417;-0.336;3.762;0.000000;1
4.6000;28334.911;-0.0000;60.7516;0.000;137.794;137.794;60.7516;90.0000;90.0000;-0.0000;0.17880;2230.8331;1462.044;-0.351;3.936;0.000000;1
4.7000;28304.713;-0.0000;62.1291;0.000;143.938;143.938;62.1291;90.0000;90.0000;-0.0000;0.18287;2331.7691;1528.196;-0.367;4.114;0.000000;1
4.8000;28274.516;-0.0000;63.5092;0.000;150.220;150.220;63.5092;90.0000;90.0000;-0.0000;0.18695;2435.0345;1595.874;-0.384;4.296;0.000000;1
4.9000;28244.318;-0.0000;64.8917;0.000;156.640;156.640;64.8917;90.0000;90.0000;-0.0000;0.19103;2540.6336;1665.081;-0.400;4.483;0.000000;1
5.0000;28214.121;-0.0000;66.2767;0.000;163.198;163.198;66.2767;90.0000;90.0000;-0.0000;0.19512;2648.5704;1735.821;-0.417;4.673;0.000000;1
5.1000;28183.923;-0.0000;67.6643;0.000;169.895;169.895;67.6643;90.0000;90.0000;-0.0000;0.19922;2758.8487;1808.095;-0.435;4.868;0.000000;1
5.2000;28153.725;-0.0000;69.0543;0.000;176.731;176.731;69.0543;90.0000;90.0000;-0.0000;0.20333;2871.4722;1881.906;-0.452;5.067;0.000000;1
5.3000;28123.528;-0.0000;70.4469;0.000;183.706;183.706;70.4469;90.0000;90.0000;-0.0000;0.20745;2986.4442;1957.257;-0.470;5.269;0.000000;1
5.4000;28093.330;-0.0000;71.8419;0.000;190.821;190.821;71.8419;90.0000;90.0000;-0.0000;0.21157;3103.7681;2034.149;-0.489;5.476;0.000000;1
5.5000;28063.133;-0.0000;73.2395;0.000;198.075;198.075;73.2395;90.0000;90.0000;-0.0000;0.21571;3223.4471;2112.584;-0.508;5.688;0.000000;1
5.6000;28032.935;-0.0000;74.6397;0.000;205.469;205.469;74.6397;90.0000;90.0000;-0.0000;0.21985;3345.4839;2192.564;-0.527;5.903;0.000000;1
5.7000;28002.738;-0.0000;76.0423;0.000;213.003;213.003;76.0423;90.0000;90.0000;-0.0000;0.22400;3469.8814;2274.092;-0.547;6.122;0.000000;1
5.8000;27972.540;-0.0000;77.4475;0.000;220.677;220.677;77.4475;90.0000;90.0000;-0.0000;0.22816;3596.6421;2357.168;-0.567;6.346;0.000000;1
5.9000;27942.342;-0.0000;78.8552;0.000;228.492;228.492;78.8552;90.0000;90.0000;-0.0000;0.23233;3725.7682;2441.795;-0.587;6.574;0.000000;1
6.0000;27912.145;-0.0000;80.2655;0.000;236.448;236.448;80.2655;90.0000;90.0000;-0.0000;0.23650;3857.2621;2527.974;-0.608;6.806;0.000000;1
6.1000;27881.947;-0.0000;81.6783;0.000;244.546;244.546;81.6783;90.0000;90.0000;-0.0000;0.24069;3991.1257;2615.705;-0.629;7.042;0.000000;1
6.2000;27851.750;-0.0000;83.0936;0.000;252.784;252.784;83.0936;90.0000;90.0000;-0.0000;0.24488;4127.3607;2704.991;-0.650;7.283;0.000000;1
6.3000;27821.552;-0.0000;84.5116;0.000;261.164;261.164;84.5116;90.0000;90.0000;-0.0000;0.24908;4265.9687;2795.832;-0.672;7.527;0.000000;1
6.4000;27791.354;-0.0000;85.9320;0.000;269.687;269.687;85.9320;90.0000;90.0000;-0.0000;0.25329;4406.9512;2888.229;-0.694;7.776;0.000000;1
6.5000;27761.157;-0.0000;87.3551;0.000;278.351;278.351;87.3551;90.0000;90.0000;-0.0000;0.25751;4550.3092;2982.183;-0.717;8.029;0.000000;1
6.6000;27730.959;-0.0000;88.7807;0.000;287.158;287.158;88.7807;90.0000;90.0000;-0.0000;0.26174;4696.0438;3077.695;-0.740;8.286;0.000000;1
6.7000;27700.762;-0.0000;90.2089;0.000;296.107;296.107;90.2089;90.0000;90.0000;-0.0000;0.26598;4844.1559;3174.764;-0.763;8.547;0.000000;1
6.8000;27670.564;-0.0000;91.6396;0.000;305.200;305.200;91.6396;90.0000;90.0000;-0.0000;0.27023;4994.6458;3273.393;-0.787;8.813;0.000000;1
